Date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,AQI,target,station_n
2013-03-01,8.0,14.291666666666666,11.458333333333334,33.193274399692974,416.6666666666667,46.291666666666664,1.3916666666666666,1026.875,-18.745833333333334,0.0,3.2541666666666664,46.0,5,7
2013-03-02,30.75,42.083333333333336,36.625,66.66666666666667,824.9166666666666,29.75,0.6166666666666667,1026.8500000000001,-15.9375,0.0,1.4791666666666667,51.0,4,10
2013-03-02,31.708333333333332,37.041666666666664,26.333333333333332,50.484941066359646,933.3333333333334,34.041666666666664,0.49166666666666664,1028.8500000000001,-16.962500000000002,0.0,0.7916666666666666,53.0,4,3
2013-03-02,26.375,34.875,27.791666666666668,63.068274399692974,862.4166666666666,35.166666666666664,0.6166666666666667,1026.8500000000001,-15.9375,0.0,1.4791666666666667,44.0,5,5
2013-03-02,29.083333333333332,41.625,34.25,73.70833333333333,908.3333333333334,17.666666666666668,0.6166666666666667,1026.8500000000001,-15.9375,0.0,1.4791666666666667,48.0,5,7
2013-03-02,28.75,37.708333333333336,32.833333333333336,64.15160773302631,983.25,40.166666666666664,0.49166666666666664,1028.8500000000001,-16.962500000000002,0.0,0.7916666666666666,49.0,5,6
2013-03-02,30.5,40.583333333333336,28.291666666666668,58.5,966.5833333333334,37.791666666666664,0.49166666666666664,1028.8500000000001,-16.962500000000002,0.0,0.7916666666666666,51.0,4,8
2013-03-02,34.041666666666664,41.708333333333336,25.083333333333332,56.375,875.0,24.708333333333332,-0.3958333333333333,1023.7291666666666,-16.116666666666667,0.0,0.9291666666666667,57.0,4,11
2013-03-02,36.916666666666664,51.375,37.291666666666664,38.109941066359646,1479.0416666666667,39.583333333333336,0.8208333333333333,1024.8999999999999,-16.3375,0.0,1.0875000000000001,74.0,4,1
2013-03-02,32.708333333333336,41.375,40.0112,49.8534875,770.7916666666666,35.00501666666667,-0.9916666666666667,1023.6875,-16.241666666666667,0.0,1.575,55.0,4,2
2013-03-02,32.625,39.958333333333336,20.208333333333332,47.583333333333336,920.8333333333334,40.416666666666664,0.08333333333333333,1029.4666666666667,-16.275000000000002,0.0,1.3458333333333332,54.0,4,12
2013-03-02,33.333333333333336,39.833333333333336,40.25,60.359941066359646,966.6666666666666,29.333333333333332,-0.3958333333333333,1023.7291666666666,-16.116666666666667,0.0,0.9291666666666667,56.0,4,4
2013-03-02,30.916666666666668,40.958333333333336,30.958333333333332,50.333333333333336,879.1666666666666,27.833333333333332,0.6791666666666667,1026.0208333333333,-15.475,0.0,1.0625,52.0,4,9
2013-03-03,43.833333333333336,65.33333333333333,19.25,46.56476426543856,808.3333333333334,41.0,5.329166666666667,1011.3125,-12.995833333333332,0.0,1.3625,73.0,4,11
2013-03-03,98.04166666666667,121.33333333333333,55.625,82.95833333333333,2028.9583333333333,16.916666666666668,4.9875,1016.4583333333334,-12.3125,0.0,1.2249999999999999,227.0,2,3
2013-03-03,80.125,130.75,50.208333333333336,86.95833333333333,2074.5833333333335,12.083333333333334,5.566666666666666,1014.6083333333332,-12.316666666666668,0.0,1.6583333333333332,167.0,3,7
2013-03-03,76.5,95.20833333333333,30.875,65.29166666666667,1749.9166666666667,24.541666666666668,5.029166666666667,1017.0375,-11.779166666666667,0.0,1.625,155.0,3,12
2013-03-03,96.0,130.45833333333334,58.708333333333336,88.41666666666667,2004.0,11.5,5.2625,1013.7666666666668,-11.779166666666667,0.0,1.3875,220.0,2,9
2013-03-03,76.91666666666667,120.54166666666667,61.291666666666664,81.0,1620.625,19.125,5.566666666666666,1014.6083333333332,-12.316666666666668,0.0,1.6583333333333332,156.0,3,10
2013-03-03,81.5,119.08333333333333,69.20833333333333,96.45833333333333,1966.4583333333333,16.5,5.566666666666666,1014.6083333333332,-12.316666666666668,0.0,1.6583333333333332,172.0,3,5
2013-03-03,104.75,135.5,63.708333333333336,105.66666666666667,2308.0,18.583333333333332,4.9875,1016.4583333333334,-12.3125,0.0,1.2249999999999999,249.0,2,6
2013-03-03,98.33333333333333,131.58333333333334,58.291666666666664,93.45833333333333,2132.875,20.333333333333332,4.9875,1016.4583333333334,-12.3125,0.0,1.2249999999999999,228.0,2,8
2013-03-03,80.33333333333333,120.04166666666667,47.541666666666664,61.74648986574559,2349.7083333333335,33.708333333333336,6.5625,1012.5666666666666,-11.991666666666667,0.0,1.4000000000000001,168.0,3,1
2013-03-03,57.625,80.75,38.291666666666664,48.15160773302631,945.8333333333334,27.833333333333332,3.9125,1011.3874999999999,-12.475,0.0,1.7708333333333333,96.0,4,2
2013-03-03,57.541666666666664,82.66666666666667,37.875,58.791666666666664,1254.0,31.333333333333332,5.329166666666667,1011.3125,-12.995833333333332,0.0,1.3625,96.0,4,4
2013-03-04,17.541666666666668,31.125,9.166666666666666,25.034646398157847,400.0,76.91666666666667,9.237499999999999,1014.4041666666667,-13.466666666666667,0.0,2.3833333333333333,77.0,4,11
2013-03-04,23.125,38.666666666666664,18.916666666666668,43.666666666666664,754.0416666666666,42.458333333333336,9.4375,1016.8249999999999,-11.8125,0.0,1.7125000000000001,42.0,5,9
2013-03-04,19.833333333333332,35.083333333333336,13.083333333333334,43.291666666666664,791.5833333333334,55.125,8.9375,1020.1166666666667,-12.4375,0.0,2.091666666666667,55.0,4,12
2013-03-04,26.583333333333332,45.875,25.708333333333332,35.125,524.9583333333334,55.916666666666664,7.108333333333333,1014.4875000000001,-13.1,0.0,1.8875,56.0,4,2
2013-03-04,20.791666666666668,36.166666666666664,22.375,30.25,583.3333333333334,66.45833333333333,9.237499999999999,1014.4041666666667,-13.466666666666667,0.0,2.3833333333333333,66.0,4,4
2013-03-04,26.5,51.291666666666664,18.666666666666668,41.65262612964903,1170.6666666666667,67.25,9.795833333333333,1015.6083333333332,-11.945833333333333,0.0,1.5416666666666667,67.0,4,1
2013-03-04,24.291666666666668,40.875,16.5118,47.671641666666666,870.8333333333334,62.291666666666664,10.5625,1019.4541666666668,-14.0,0.0,2.504166666666667,62.0,4,8
2013-03-04,22.875,52.375,27.083333333333332,66.83333333333333,829.0833333333334,31.75,9.9625,1017.65,-11.683333333333332,0.0,2.4041666666666663,52.0,4,7
2013-03-04,22.875,35.083333333333336,14.666666666666666,49.541666666666664,674.9583333333334,62.458333333333336,10.5625,1019.4541666666668,-14.0,0.0,2.504166666666667,62.0,4,6
2013-03-04,18.25,41.958333333333336,20.208333333333332,51.333333333333336,625.0,54.5,9.9625,1017.65,-11.683333333333332,0.0,2.4041666666666663,54.0,4,5
2013-03-04,22.708333333333332,44.583333333333336,22.208333333333332,47.109941066359646,629.1666666666666,53.75,9.9625,1017.65,-11.683333333333332,0.0,2.4041666666666663,54.0,4,10
2013-03-04,22.333333333333332,37.583333333333336,16.583333333333332,42.041666666666664,895.7916666666666,53.125,10.5625,1019.4541666666668,-14.0,0.0,2.504166666666667,53.0,4,3
2013-03-05,148.875,183.79166666666666,93.875,132.83333333333334,2357.9583333333335,68.45833333333333,6.291666666666667,1010.9,-7.5249999999999995,0.0,1.1291666666666667,322.0,1,10
2013-03-05,134.04166666666666,196.95833333333334,77.66666666666667,118.06827439969298,2462.1666666666665,48.541666666666664,6.291666666666667,1010.9,-7.5249999999999995,0.0,1.1291666666666667,311.0,1,7
2013-03-05,106.95833333333333,125.16666666666667,50.708333333333336,75.29166666666667,1641.3333333333333,88.75,6.4624999999999995,1007.7958333333332,-9.0,0.0,0.7666666666666666,257.0,2,4
2013-03-05,69.91666666666667,121.33333333333333,50.125,67.73494106635964,1308.2083333333333,87.95833333333333,5.683333333333334,1007.9208333333332,-8.645833333333334,0.0,1.325,133.0,3,2
2013-03-05,131.83333333333334,173.08333333333334,89.20833333333333,137.20833333333334,2578.875,77.58333333333333,7.2124999999999995,1012.7041666666668,-7.783333333333334,0.0,0.9125,309.0,1,6
2013-03-05,154.25,183.16666666666666,78.875,136.31827439969297,2383.125,83.04166666666667,7.2124999999999995,1012.7041666666668,-7.783333333333334,0.0,0.9125,326.0,1,8
2013-03-05,141.16666666666666,163.70833333333334,83.375,134.75,2483.0833333333335,78.79166666666667,6.291666666666667,1010.9,-7.5249999999999995,0.0,1.1291666666666667,316.0,1,5
2013-03-05,105.375,117.20833333333333,36.375,58.375,1187.375,86.5,6.4624999999999995,1007.7958333333332,-9.0,0.0,0.7666666666666666,251.0,2,11
2013-03-05,148.66666666666666,171.66666666666666,76.41666666666667,99.90160773302631,2220.5416666666665,81.79166666666667,7.245833333333334,1009.9208333333332,-7.4624999999999995,0.0,0.8833333333333333,322.0,1,9
2013-03-05,114.95833333333333,145.83333333333334,56.666666666666664,86.31827439969298,1812.2916666666667,74.54166666666667,6.45,1013.4875000000001,-7.220833333333334,0.0,1.1958333333333333,283.0,2,12
2013-03-05,141.66666666666666,156.375,74.33333333333333,101.66666666666667,2408.0,94.0,7.2124999999999995,1012.7041666666668,-7.783333333333334,0.0,0.9125,317.0,1,3
2013-03-05,136.70833333333334,172.54166666666666,72.29166666666667,60.16417492903497,1341.4166666666667,84.375,6.75,1008.8833333333333,-7.741666666666667,0.0,0.8416666666666667,313.0,1,1
2013-03-06,223.25,265.1666666666667,116.2367,142.05938333333333,3016.3333333333335,19.75,7.183333333333334,1007.4833333333332,-4.216666666666667,0.0,1.4833333333333334,379.0,1,10
2013-03-06,229.54166666666666,276.875,104.29166666666667,130.41666666666666,3328.7083333333335,16.291666666666668,7.183333333333334,1007.4833333333332,-4.216666666666667,0.0,1.4833333333333334,384.0,1,7
2013-03-06,190.91666666666666,256.2916666666667,114.08333333333333,116.39107733026309,2228.9166666666665,17.5,7.354166666666667,1005.5833333333334,-4.358333333333333,0.0,0.7458333333333332,355.0,1,1
2013-03-06,235.29166666666666,257.4583333333333,95.41666666666667,118.77660773302631,3074.625,68.20833333333333,7.345833333333334,1004.3458333333333,-4.766666666666667,0.0,1.0416666666666667,389.0,1,4
2013-03-06,167.625,195.375,65.79166666666667,86.58333333333333,2095.625,80.375,5.466666666666666,1004.475,-5.595833333333334,0.0,1.2375,337.0,1,2
2013-03-06,195.33333333333334,213.75,111.45833333333333,144.9016077330263,2762.0833333333335,30.458333333333332,8.0,1009.2958333333332,-5.379166666666666,0.0,0.775,358.0,1,6
2013-03-06,193.70833333333334,206.33333333333334,92.66666666666667,123.77660773302631,2978.7916666666665,75.33333333333333,8.0,1009.2958333333332,-5.379166666666666,0.0,0.775,357.0,1,3
2013-03-06,206.83333333333334,231.91666666666666,102.41666666666667,161.5,2991.3333333333335,28.0,8.0,1009.2958333333332,-5.379166666666666,0.0,0.775,367.0,1,8
2013-03-06,168.70833333333334,186.08333333333334,86.86626666666666,95.68660416666667,2195.5833333333335,49.708333333333336,6.575,1009.9916666666667,-4.804166666666666,0.0,1.2,337.0,1,12
2013-03-06,207.875,232.66666666666666,108.75,125.41666666666667,3153.7916666666665,60.041666666666664,7.879166666666666,1006.6791666666667,-4.583333333333333,0.0,0.8291666666666666,368.0,1,9
2013-03-06,205.58333333333334,229.75,122.5,150.5266077330263,3278.7916666666665,28.416666666666668,7.183333333333334,1007.4833333333332,-4.216666666666667,0.0,1.4833333333333334,366.0,1,5
2013-03-06,220.79166666666666,225.0,71.25,96.33333333333333,2166.5,73.125,7.345833333333334,1004.3458333333333,-4.766666666666667,0.0,1.0416666666666667,378.0,1,11
2013-03-07,283.0,301.625,88.79166666666667,120.125,3524.875,52.208333333333336,8.379166666666666,1004.8583333333332,-1.9166666666666667,0.0,1.1458333333333333,425.0,0,12
2013-03-07,265.3333333333333,304.7083333333333,93.5,138.25,4420.416666666667,38.375,9.520833333333334,1001.4,-1.9458333333333335,0.0,1.1500000000000001,412.0,0,9
2013-03-07,206.41666666666666,228.5,64.0,121.66666666666667,2466.375,63.583333333333336,7.629166666666666,999.4,-3.9916666666666667,0.0,1.3333333333333333,366.0,1,2
2013-03-07,141.41666666666666,152.875,46.083333333333336,95.44327439969298,1720.6666666666667,60.333333333333336,9.2375,999.2291666666666,-3.8958333333333335,0.0,1.0083333333333333,316.0,1,11
2013-03-07,263.375,316.0833333333333,97.54166666666667,147.75,3632.875,38.833333333333336,9.2875,1002.3208333333333,-2.0333333333333337,0.0,1.5583333333333333,410.0,0,10
2013-03-07,238.0,318.3333333333333,79.95833333333333,133.58333333333334,4733.0,25.208333333333332,9.2875,1002.3208333333333,-2.0333333333333337,0.0,1.5583333333333333,391.0,1,7
2013-03-07,270.375,294.5833333333333,102.95833333333333,167.08333333333334,4158.0,47.583333333333336,9.258333333333333,1004.1083333333332,-2.5458333333333334,0.0,1.1708333333333334,416.0,0,6
2013-03-07,248.0,280.125,98.70833333333333,161.375,3949.6666666666665,46.666666666666664,9.2875,1002.3208333333333,-2.0333333333333337,0.0,1.5583333333333333,398.0,1,5
2013-03-07,257.5,278.2916666666667,72.66666666666667,134.08333333333334,4416.291666666667,55.291666666666664,9.258333333333333,1004.1083333333332,-2.5458333333333334,0.0,1.1708333333333334,406.0,0,3
2013-03-07,243.75,308.5833333333333,83.16666666666667,146.42821546605262,4607.833333333333,55.625,9.729166666666666,1000.3041666666667,-2.2125,0.0,1.0041666666666667,395.0,1,1
2013-03-07,274.4166666666667,306.625,92.95833333333333,174.0,4249.666666666667,53.541666666666664,9.258333333333333,1004.1083333333332,-2.5458333333333334,0.0,1.1708333333333334,419.0,0,8
2013-03-07,200.66666666666666,223.95833333333334,81.95833333333333,129.25,3257.9166666666665,41.0,9.2375,999.2291666666666,-3.8958333333333335,0.0,1.0083333333333333,362.0,1,4
2013-03-08,210.625,273.7083333333333,60.67653333333333,121.02794583333333,4220.666666666667,64.45833333333333,9.612499999999999,999.475,-1.1500000000000001,0.0,1.6375,370.0,1,7
2013-03-08,209.95833333333334,249.5,63.98093333333333,139.7534,3024.75,106.0,9.612499999999999,999.475,-1.1500000000000001,0.0,1.6375,369.0,1,5
2013-03-08,226.0,246.375,69.43193333333333,90.27712083333334,2633.125,95.66666666666667,8.983333333333333,1002.0500000000001,-1.7208333333333332,0.0,2.316666666666667,382.0,1,12
2013-03-08,146.16666666666666,217.0,33.27923333333333,56.753883333333334,1416.5833333333333,87.58333333333333,12.0375,996.1541666666667,-2.8708333333333336,0.0,2.1041666666666665,320.0,1,11
2013-03-08,223.41666666666666,257.9166666666667,63.40283333333334,119.87095,3383.25,91.33333333333333,10.25,998.5416666666666,-1.7416666666666665,0.0,1.675,380.0,1,9
2013-03-08,182.375,239.70833333333334,58.4752,90.50114166666667,2478.875,82.20833333333333,12.0375,996.1541666666667,-2.8708333333333336,0.0,2.1041666666666665,348.0,1,4
2013-03-08,180.875,209.16666666666666,47.759966666666664,105.91422796605262,3062.1666666666665,102.45833333333333,9.6625,1001.3291666666668,-2.5,0.0,1.6791666666666665,347.0,1,3
2013-03-08,217.79166666666666,239.41666666666666,69.3975,129.95508333333333,2979.0416666666665,99.33333333333333,9.6625,1001.3291666666668,-2.5,0.0,1.6791666666666665,375.0,1,6
2013-03-08,221.45833333333334,297.9583333333333,65.9979,115.99439523302631,2441.3333333333335,79.33333333333333,9.612499999999999,999.475,-1.1500000000000001,0.0,1.6375,378.0,1,10
2013-03-08,201.5,267.3333333333333,60.54623333333333,141.17612083333333,2929.0416666666665,106.66666666666667,10.612499999999999,997.4499999999999,-1.6500000000000001,0.0,1.2458333333333333,363.0,1,1
2013-03-08,189.33333333333334,232.45833333333334,61.46293333333333,151.76415,3103.875,104.54166666666667,9.6625,1001.3291666666668,-2.5,0.0,1.6791666666666665,353.0,1,8
2013-03-08,194.875,232.25,58.55776666666666,88.81046250000001,2245.4166666666665,85.79166666666667,8.816666666666666,996.5166666666668,-2.7541666666666664,0.0,2.316666666666667,358.0,1,2
2013-03-09,66.0,190.33333333333334,25.0177,44.96535773302631,1245.75,61.708333333333336,6.983333333333333,1004.3916666666668,-10.1625,0.0,3.391666666666667,160.0,3,7
2013-03-09,57.25,234.79166666666666,30.0,40.609941066359646,1170.7083333333333,83.91666666666667,7.375,1003.3874999999999,-10.779166666666667,0.0,3.125,190.0,3,9
2013-03-09,62.041666666666664,205.70833333333334,33.333333333333336,45.0,1178.9583333333333,73.91666666666667,6.983333333333333,1004.3916666666668,-10.1625,0.0,3.391666666666667,170.0,3,10
2013-03-09,59.833333333333336,223.66666666666666,12.958333333333334,43.15262612964903,662.4166666666666,100.95833333333333,7.1125,1001.6666666666666,-11.379166666666668,0.0,3.2916666666666665,182.0,3,11
2013-03-09,76.625,128.79166666666666,22.75,55.92923386267534,1283.25,78.375,6.791666666666667,1006.7666666666668,-10.845833333333333,0.0,4.583333333333333,155.0,3,12
2013-03-09,60.333333333333336,201.125,26.625,41.625,1387.2916666666667,88.91666666666667,7.233333333333333,1006.1291666666666,-12.100000000000001,0.0,4.0,167.0,3,3
2013-03-09,51.75,187.5,36.708333333333336,49.833333333333336,1024.8333333333333,96.91666666666667,6.983333333333333,1004.3916666666668,-10.1625,0.0,3.391666666666667,158.0,3,5
2013-03-09,58.25,200.20833333333334,28.25,32.375,937.4166666666666,102.25,7.1125,1001.6666666666666,-11.379166666666668,0.0,3.2916666666666665,167.0,3,4
2013-03-09,58.916666666666664,196.875,30.916666666666668,56.609941066359646,1245.5833333333333,97.08333333333333,7.233333333333333,1006.1291666666666,-12.100000000000001,0.0,4.0,165.0,3,8
2013-03-09,52.125,142.75,28.625,34.15160773302631,808.3333333333334,102.5,6.195833333333333,1001.3000000000001,-11.9,0.0,3.970833333333333,128.0,3,2
2013-03-09,59.333333333333336,229.125,19.875,42.27660773302631,958.3333333333334,102.125,7.625,1002.3166666666666,-11.041666666666666,0.0,2.2666666666666666,186.0,3,1
2013-03-09,56.375,218.125,39.625,51.25,1404.0833333333333,93.41666666666667,7.233333333333333,1006.1291666666666,-12.100000000000001,0.0,4.0,179.0,3,6
2013-03-10,38.291666666666664,66.5,20.666666666666668,44.791666666666664,833.25,89.75,5.7875000000000005,1022.5041666666666,-15.108333333333334,0.0,2.3333333333333335,90.0,4,3
2013-03-10,41.583333333333336,75.54166666666667,20.041666666666668,46.875,799.9583333333334,98.625,6.425,1018.5833333333334,-14.695833333333333,0.0,1.9791666666666667,99.0,4,1
2013-03-10,35.083333333333336,48.166666666666664,23.333333333333332,44.333333333333336,875.0,82.41666666666667,5.291666666666667,1019.8458333333333,-14.075000000000001,0.0,2.1708333333333334,82.0,4,9
2013-03-10,34.083333333333336,59.375,23.041666666666668,51.708333333333336,754.1666666666666,90.29166666666667,5.2625,1020.4916666666667,-12.85,0.0,2.441666666666667,90.0,4,5
2013-03-10,53.625,75.375,19.166666666666668,52.64107733026308,862.5,49.083333333333336,5.054166666666666,1023.1125000000001,-13.233333333333334,0.0,2.15,89.0,4,12
2013-03-10,25.791666666666668,44.041666666666664,11.25,15.5,379.1666666666667,94.0,7.291666666666667,1017.0166666666668,-16.716666666666665,0.0,2.3458333333333337,94.0,4,11
2013-03-10,38.083333333333336,71.45833333333333,18.958333333333332,61.166666666666664,816.625,67.45833333333333,5.2625,1020.4916666666667,-12.85,0.0,2.441666666666667,71.0,4,7
2013-03-10,36.333333333333336,66.45833333333333,19.25,53.208333333333336,912.4583333333334,95.125,5.7875000000000005,1022.5041666666666,-15.108333333333334,0.0,2.3333333333333335,95.0,4,8
2013-03-10,30.25,50.125,20.75,34.291666666666664,616.6666666666666,97.29166666666667,7.291666666666667,1017.0166666666668,-16.716666666666665,0.0,2.3458333333333337,97.0,4,4
2013-03-10,34.291666666666664,68.91666666666667,22.916666666666668,49.666666666666664,708.3333333333334,82.66666666666667,5.2625,1020.4916666666667,-12.85,0.0,2.441666666666667,83.0,4,10
2013-03-10,35.875,50.375,20.583333333333332,55.083333333333336,766.6666666666666,94.375,5.7875000000000005,1022.5041666666666,-15.108333333333334,0.0,2.3333333333333335,94.0,4,6
2013-03-10,43.625,68.91666666666667,32.25,46.583333333333336,762.5,90.54166666666667,3.733333333333333,1017.3249999999999,-14.141666666666666,0.0,1.7416666666666665,91.0,4,2
2013-03-11,122.04166666666667,143.83333333333334,82.58333333333333,73.33333333333333,1449.875,88.08333333333333,7.183333333333334,1015.5833333333334,-7.6499999999999995,0.0,1.5208333333333333,302.0,1,3
2013-03-11,139.95833333333334,197.91666666666666,79.875,89.91666666666667,2237.2916666666665,56.416666666666664,5.5375000000000005,1013.6625,-6.620833333333334,0.0,1.5666666666666667,315.0,1,7
2013-03-11,123.79166666666667,178.29166666666666,86.875,90.66666666666667,1670.75,75.25,5.5375000000000005,1013.6625,-6.620833333333334,0.0,1.5666666666666667,303.0,1,10
2013-03-11,138.0,197.125,96.0,106.16666666666667,2203.75,91.54166666666667,5.783333333333334,1011.6458333333334,-7.25,0.0,0.9833333333333334,314.0,1,1
2013-03-11,119.54166666666667,141.875,73.0,72.375,1295.6666666666667,70.95833333333333,4.879166666666666,1010.8125,-8.554166666666665,0.0,1.3958333333333333,298.0,2,2
2013-03-11,111.625,149.79166666666666,75.125,83.125,1262.25,86.66666666666667,7.183333333333334,1015.5833333333334,-7.6499999999999995,0.0,1.5208333333333333,272.0,2,8
2013-03-11,123.95833333333333,163.79166666666666,79.125,84.83333333333333,1716.4166666666667,88.58333333333333,5.3625,1010.5083333333333,-8.420833333333333,0.0,1.2583333333333333,303.0,1,4
2013-03-11,124.91666666666667,157.125,86.83333333333333,74.45833333333333,1603.875,64.91666666666667,6.483333333333333,1016.375,-6.841666666666666,0.0,1.5999999999999999,304.0,1,12
2013-03-11,117.70833333333333,150.16666666666666,61.958333333333336,68.08333333333333,1258.125,90.66666666666667,5.3625,1010.5083333333333,-8.420833333333333,0.0,1.2583333333333333,292.0,2,11
2013-03-11,119.33333333333333,162.95833333333334,106.83333333333333,91.83333333333333,1699.75,85.16666666666667,5.5375000000000005,1013.6625,-6.620833333333334,0.0,1.5666666666666667,298.0,2,5
2013-03-11,113.04166666666667,134.04166666666666,86.33333333333333,87.0,1337.3333333333333,87.04166666666667,7.183333333333334,1015.5833333333334,-7.6499999999999995,0.0,1.5208333333333333,277.0,2,6
2013-03-11,120.20833333333333,144.375,97.75,74.375,1624.7916666666667,74.54166666666667,5.75,1012.8000000000001,-7.254166666666666,0.0,1.1833333333333333,300.0,2,9
2013-03-12,126.75,125.83333333333333,28.416666666666668,88.875,1408.0833333333333,45.75,5.104166666666667,1010.7958333333332,1.1208333333333333,0.22083333333333333,1.1791666666666667,305.0,1,8
2013-03-12,122.79166666666667,117.16666666666667,27.5,72.875,1604.0833333333333,36.583333333333336,4.6000000000000005,1008.8083333333334,1.3499999999999999,0.12083333333333333,1.0833333333333333,302.0,1,10
2013-03-12,106.54166666666667,104.66666666666667,29.833333333333332,81.75,1208.1666666666667,41.875,4.9375,1005.8583333333332,-0.7083333333333334,0.05833333333333333,1.6291666666666667,255.0,2,2
2013-03-12,126.95833333333333,120.25,26.416666666666668,69.29166666666667,2028.7916666666667,47.416666666666664,5.104166666666667,1010.7958333333332,1.1208333333333333,0.22083333333333333,1.1791666666666667,305.0,1,3
2013-03-12,127.83333333333333,120.125,38.541666666666664,90.79166666666667,1999.7083333333333,50.166666666666664,5.104166666666667,1010.7958333333332,1.1208333333333333,0.22083333333333333,1.1791666666666667,306.0,1,6
2013-03-12,123.70833333333333,100.58333333333333,31.041666666666668,72.91666666666667,1820.5833333333333,33.416666666666664,5.1625000000000005,1007.9416666666666,0.8874999999999998,0.27499999999999997,1.0791666666666666,303.0,1,9
2013-03-12,137.83333333333334,143.54166666666666,42.458333333333336,80.91666666666667,1816.375,35.875,5.1875,1005.9083333333333,-0.6583333333333333,0.08750000000000001,1.2083333333333333,314.0,1,4
2013-03-12,138.08333333333334,136.79166666666666,27.333333333333332,70.58333333333333,1545.5,43.041666666666664,5.1875,1005.9083333333333,-0.6583333333333333,0.08750000000000001,1.2083333333333333,314.0,1,11
2013-03-12,115.875,113.70833333333333,27.916666666666668,65.0,1533.2916666666667,43.666666666666664,4.733333333333333,1011.4708333333333,0.75,0.11666666666666665,1.3208333333333333,286.0,2,12
2013-03-12,134.375,148.45833333333334,23.875,81.96988213271929,2024.7916666666667,21.0,4.6000000000000005,1008.8083333333334,1.3499999999999999,0.12083333333333333,1.0833333333333333,311.0,1,7
2013-03-12,117.70833333333333,114.375,36.166666666666664,86.75,1858.2083333333333,39.5,4.6000000000000005,1008.8083333333334,1.3499999999999999,0.12083333333333333,1.0833333333333333,292.0,2,5
2013-03-12,137.08333333333334,139.91666666666666,27.375,101.75,2053.9166666666665,39.666666666666664,5.183333333333333,1006.9083333333333,0.42083333333333334,0.13749999999999998,0.9833333333333334,313.0,1,1
2013-03-13,18.458333333333332,23.875,12.166666666666666,36.0,558.3333333333334,79.5,4.3625,1024.7458333333334,-11.820833333333333,0.0,2.0166666666666666,80.0,4,8
2013-03-13,28.583333333333332,44.375,10.875,46.458333333333336,762.5,64.625,4.845833333333333,1020.5375,-10.35,0.0,1.6416666666666666,65.0,4,1
2013-03-13,14.166666666666666,18.458333333333332,11.875,24.458333333333332,441.6666666666667,76.625,3.525,1025.4541666666667,-12.487499999999999,0.0,2.1958333333333333,77.0,4,12
2013-03-13,10.958333333333334,15.416666666666666,5.041666666666667,15.329823199078923,287.5,85.70833333333333,4.741666666666666,1019.3958333333334,-13.320833333333333,0.0,2.129166666666667,86.0,4,11
2013-03-13,16.916666666666668,22.666666666666668,12.666666666666666,32.041666666666664,612.5,74.0,4.3625,1024.7458333333334,-11.820833333333333,0.0,2.0166666666666666,74.0,4,3
2013-03-13,21.708333333333332,30.875,18.541666666666668,70.25,645.7916666666666,47.458333333333336,4.929166666666666,1022.475,-10.049999999999999,0.0,2.3291666666666666,47.0,5,7
