date,PM2.5,PM10,SO2,NO2,CO,O3,AQI
2013-03-04 04:00:00,11.0,4.0,3.0,4.0,0.2,86.0,86.0
2013-03-04 05:00:00,5.0,3.0,3.0,4.0,0.2,87.0,87.0
2013-03-04 06:00:00,8.0,3.0,3.0,4.0,0.2,79.0,79.0
2013-03-04 07:00:00,7.0,19.0,8.0,7.0,0.3,71.0,71.0
2013-03-04 08:00:00,4.0,15.0,10.0,8.0,0.3,69.0,69.0
2013-03-04 09:00:00,5.0,16.0,13.0,8.0,0.3,70.0,70.0
2013-03-04 10:00:00,8.0,17.0,13.0,7.0,0.3,74.0,74.0
2013-03-04 11:00:00,7.0,11.0,6.0,4.0,0.3,80.0,80.0
2013-03-04 12:00:00,5.0,6.0,5.0,3.0,0.2,84.0,84.0
2013-03-04 13:00:00,10.0,7.0,6.0,4.0,0.3,86.0,86.0
2013-03-04 14:00:00,13.0,11.0,10.0,6.0,0.3,88.0,88.0
2013-03-04 15:00:00,16.0,18.0,9.0,6.0,0.3,91.0,91.0
2013-03-04 16:00:00,18.0,20.0,6.0,6.0,0.3,90.0,90.0
2013-03-04 17:00:00,18.0,16.0,5.0,5.0,0.3,92.0,92.0
2013-03-04 18:00:00,10.0,10.0,12.0,30.0,0.6,79.0,79.0
2013-03-04 19:00:00,39.0,80.0,19.0,46.0,0.8,63.0,80.0
2013-03-04 20:00:00,41.0,80.0,18.0,44.0,0.9,49.0,80.0
2013-03-04 21:00:00,60.0,74.0,18.0,38.0,0.8,50.0,100.0
2013-03-04 22:00:00,50.0,71.0,22.0,38.0,1.0,45.0,83.0
2013-03-04 23:00:00,50.0,70.0,19.0,33.0,0.9,92.0,92.0
2013-03-05 00:00:00,52.0,64.0,18.0,30.0,0.8,92.0,92.0
2013-03-05 01:00:00,56.0,58.0,14.0,25.0,0.8,92.0,93.0
2013-03-05 02:00:00,50.0,54.0,16.0,26.0,0.7,92.0,92.0
2013-03-05 03:00:00,88.0,54.0,16.0,30.0,0.8,92.0,193.0
2013-03-05 04:00:00,53.0,57.0,15.0,30.0,0.8,92.0,92.0
2013-03-05 05:00:00,46.0,55.0,13.0,23.0,0.7,92.0,92.0
2013-03-05 06:00:00,43.0,50.0,15.0,26.0,0.6,92.0,92.0
2013-03-05 07:00:00,47.0,57.0,17.0,38.0,0.7,92.0,92.0
2013-03-05 08:00:00,52.0,64.0,16.0,33.0,0.7,92.0,92.0
2013-03-05 09:00:00,52.0,72.0,23.0,30.0,0.8,92.0,92.0
2013-03-05 10:00:00,69.0,90.0,30.0,46.0,1.0,92.0,130.0
2013-03-05 11:00:00,79.0,95.0,51.0,76.0,1.3,92.0,163.0
2013-03-05 12:00:00,102.0,138.0,74.0,100.0,1.6,30.0,240.0
2013-03-05 13:00:00,126.0,164.0,55.0,70.0,1.3,92.0,305.0
2013-03-05 14:00:00,131.0,150.0,50.0,61.0,1.2,92.0,308.0
2013-03-05 15:00:00,139.0,142.0,59.0,64.0,1.399,92.0,315.0
2013-03-05 16:00:00,152.0,173.0,58.0,79.0,1.399,92.0,325.0
2013-03-05 17:00:00,154.0,181.0,62.0,99.0,1.6,82.0,326.0
2013-03-05 18:00:00,165.0,194.0,59.0,100.0,1.6,82.0,335.0
2013-03-05 19:00:00,179.0,200.0,50.0,96.0,1.6,82.0,345.0
2013-03-05 20:00:00,172.0,180.0,43.0,94.0,1.899,82.0,340.0
2013-03-05 21:00:00,179.0,191.0,38.0,80.0,1.7,82.0,345.0
2013-03-05 22:00:00,173.0,168.0,39.0,73.0,1.8,82.0,341.0
2013-03-05 23:00:00,170.0,162.0,42.0,72.0,1.7,82.0,338.0
2013-03-06 00:00:00,166.0,153.0,40.0,66.0,1.8,82.0,335.0
2013-03-06 01:00:00,173.0,154.0,38.0,58.0,1.5,82.0,341.0
2013-03-06 02:00:00,161.0,140.0,41.0,61.0,1.6,82.0,332.0
2013-03-06 03:00:00,161.0,143.0,47.0,68.0,1.6,82.0,332.0
2013-03-06 04:00:00,163.0,150.0,49.0,69.0,1.6,82.0,333.0
2013-03-06 05:00:00,166.0,155.0,52.0,62.0,1.6,82.0,335.0
2013-03-06 06:00:00,172.0,164.0,51.0,55.0,1.6,82.0,340.0
2013-03-06 07:00:00,176.0,173.0,66.0,61.0,1.7,82.0,343.0
2013-03-06 08:00:00,183.0,178.0,66.0,61.0,1.7,82.0,348.0
2013-03-06 09:00:00,195.0,201.0,61.0,66.0,1.899,82.0,358.0
2013-03-06 10:00:00,200.0,206.0,68.0,71.0,2.0,82.0,362.0
2013-03-06 11:00:00,217.0,218.0,93.0,106.0,2.5,82.0,375.0
2013-03-06 12:00:00,268.0,278.0,93.0,116.0,2.5,82.0,414.0
2013-03-06 13:00:00,258.0,274.0,89.0,100.0,2.1,82.0,406.0
2013-03-06 14:00:00,221.0,217.0,98.0,82.0,1.8,82.0,378.0
2013-03-06 15:00:00,195.0,222.0,95.0,139.0,3.0,75.0,358.0
2013-03-06 16:00:00,294.0,351.0,88.0,139.0,2.7,69.0,434.0
2013-03-06 17:00:00,288.0,330.0,84.0,118.0,2.399,69.0,429.0
2013-03-06 18:00:00,267.0,288.0,90.0,116.0,2.299,52.0,413.0
2013-03-06 19:00:00,269.0,274.0,87.0,139.0,2.5,52.0,415.0
2013-03-06 20:00:00,280.0,284.0,78.0,141.0,3.299,52.0,423.0
2013-03-06 21:00:00,306.0,317.0,83.0,144.0,3.1,52.0,443.0
2013-03-06 22:00:00,284.0,285.0,76.0,140.0,2.7,52.0,426.0
2013-03-06 23:00:00,236.0,245.0,77.0,134.0,2.5,52.0,389.0
2013-03-07 00:00:00,223.0,228.0,83.0,134.0,2.299,52.0,379.0
2013-03-07 01:00:00,196.0,197.0,69.0,114.0,1.899,52.0,358.0
2013-03-07 02:00:00,150.0,149.0,32.0,74.0,1.3,52.0,323.0
2013-03-07 03:00:00,91.0,85.0,32.0,46.0,0.9,52.0,203.0
2013-03-07 04:00:00,61.0,61.0,24.0,26.0,0.9,52.0,103.0
2013-03-07 05:00:00,50.0,40.0,20.0,26.0,0.5,52.0,83.0
2013-03-07 06:00:00,26.0,13.0,19.0,26.0,0.4,52.0,52.0
2013-03-07 07:00:00,19.0,13.0,18.0,31.0,0.6,52.0,52.0
2013-03-07 08:00:00,33.0,29.0,20.0,28.0,0.6,52.0,55.0
2013-03-07 09:00:00,28.0,39.0,22.0,34.0,0.9,52.0,52.0
2013-03-07 10:00:00,47.0,74.0,58.0,102.0,2.399,52.0,105.0
2013-03-07 11:00:00,134.0,204.0,107.0,157.0,3.5,52.0,311.0
2013-03-07 12:00:00,224.0,294.0,72.0,98.0,1.899,52.0,380.0
2013-03-07 13:00:00,153.0,160.0,36.0,44.0,0.9,63.0,325.0
2013-03-07 14:00:00,74.0,52.0,30.0,43.0,0.9,75.0,147.0
2013-03-07 15:00:00,75.0,83.0,49.0,128.0,1.8,75.0,150.0
2013-03-07 16:00:00,149.0,182.0,68.0,182.0,2.5,75.0,322.0
2013-03-07 17:00:00,223.0,260.0,74.0,180.0,2.7,75.0,379.0
2013-03-07 18:00:00,258.0,282.0,64.0,156.0,2.5,75.0,406.0
2013-03-07 19:00:00,244.0,266.0,58.0,172.0,2.7,34.0,395.0
2013-03-07 20:00:00,253.0,285.0,52.0,147.0,2.5,75.0,402.0
2013-03-07 21:00:00,240.0,244.0,45.0,126.0,2.5,75.0,392.0
2013-03-07 22:00:00,224.0,226.0,41.0,105.0,2.2,75.0,380.0
2013-03-07 23:00:00,219.0,203.0,38.0,87.0,2.0,75.0,376.0
2013-03-08 00:00:00,189.0,189.0,36.0,72.0,1.899,75.0,353.0
2013-03-08 01:00:00,248.0,190.0,33.0,60.0,1.7,75.0,398.0
2013-03-08 02:00:00,167.0,182.0,26.0,84.0,1.6,75.0,336.0
2013-03-08 03:00:00,137.0,164.0,26.0,76.0,1.8,75.0,313.0
2013-03-08 04:00:00,133.0,146.0,18.0,34.0,0.7,75.0,310.0
2013-03-08 05:00:00,79.0,100.0,8.0,7.0,0.3,75.0,163.0
2013-03-08 06:00:00,41.0,160.0,8.0,9.0,0.3,75.0,140.0
2013-03-08 07:00:00,37.0,129.0,9.0,10.0,0.3,75.0,119.0
2013-03-08 08:00:00,38.0,137.0,15.0,26.0,0.4,75.0,125.0
2013-03-08 09:00:00,48.0,149.0,18.0,30.0,0.7,75.0,133.0
2013-03-08 10:00:00,122.0,175.0,31.7016,50.0932,1.7,75.0,302.0
2013-03-08 11:00:00,166.0,277.0,43.0,85.0,1.7,75.0,335.0
2013-03-08 12:00:00,108.0,172.0,28.0,48.0,0.9,75.0,260.0
2013-03-08 13:00:00,111.0,212.0,27.0,50.0,1.0,82.0,270.0
2013-03-08 14:00:00,146.0,240.0,35.0,91.0,1.399,82.0,320.0
2013-03-08 15:00:00,410.0,631.0,56.0,142.0,3.7,107.0,651.0
2013-03-08 16:00:00,405.0,582.0,83.0,126.0,4.9,107.0,590.0
2013-03-08 17:00:00,190.0,311.0,60.0,74.0,2.1,107.0,354.0
2013-03-08 18:00:00,173.0,244.0,49.0,57.0,1.6,107.0,341.0
2013-03-08 19:00:00,118.0,216.0,39.0,46.0,1.3,107.0,293.0
2013-03-08 20:00:00,120.0,188.0,48.0,50.0,1.1,107.0,300.0
2013-03-08 21:00:00,113.0,156.0,45.0,46.0,1.2,107.0,277.0
2013-03-08 22:00:00,104.0,134.0,32.0,42.0,1.2,107.0,247.0
2013-03-08 23:00:00,105.0,124.0,25.0,47.0,1.3,107.0,250.0
2013-03-09 00:00:00,108.0,123.0,23.0,55.0,1.3,107.0,260.0
2013-03-09 01:00:00,111.0,145.0,17.0,48.0,1.3,107.0,270.0
2013-03-09 02:00:00,110.0,135.0,18.0,50.0,1.3,107.0,267.0
2013-03-09 03:00:00,194.0,120.0,18.0,45.0,1.2,107.0,357.0
2013-03-09 04:00:00,101.0,112.0,20.0,40.0,1.2,107.0,237.0
2013-03-09 05:00:00,106.0,108.0,20.0,34.0,1.2,107.0,253.0
2013-03-09 06:00:00,54.0,102.0,18.0,28.0,1.2,107.0,110.0
2013-03-09 07:00:00,99.0,107.0,21.0,28.0,1.3,107.0,230.0
2013-03-09 08:00:00,118.0,202.0,37.0,36.0,1.399,107.0,293.0
2013-03-09 09:00:00,165.0,610.0,63.0,49.0,1.399,107.0,625.0
2013-03-09 10:00:00,72.0,329.0,17.0,13.0,0.5,107.0,279.0
2013-03-09 11:00:00,22.0,408.0,3.0,2.0,0.2,107.0,372.0
2013-03-09 12:00:00,29.0,557.0,3.0,2.0,0.2,107.0,559.0
2013-03-09 13:00:00,32.0,717.0,3.0,2.0,0.2,107.0,759.0
2013-03-09 14:00:00,24.0,539.0,3.0,2.0,0.2,107.0,536.0
2013-03-09 15:00:00,16.0,354.0,3.0,2.0,0.2,93.0,305.0
2013-03-09 16:00:00,15.0,230.0,3.0,2.0,0.2,89.0,187.0
2013-03-09 17:00:00,8.0,147.0,3.0,2.0,0.2,90.0,131.0
2013-03-09 18:00:00,3.0,93.0,3.0,2.0,0.2,91.0,93.0
2013-03-09 19:00:00,10.0,82.0,3.0,2.0,0.2,91.0,91.0
2013-03-09 20:00:00,10.0,70.0,3.0,2.0,0.2,91.0,91.0
2013-03-09 21:00:00,13.0,41.0,3.0,2.0,0.2,91.0,91.0
2013-03-09 22:00:00,13.0,23.0,3.0,2.0,0.2,91.0,91.0
2013-03-09 23:00:00,3.0,14.0,3.0,2.0,0.2,91.0,91.0
2013-03-10 00:00:00,7.0,13.0,3.0,3.0,0.2,91.0,91.0
2013-03-10 01:00:00,12.0,14.0,4.0,8.0,0.2,91.0,91.0
2013-03-10 02:00:00,13.0,7.0,7.0,9.0,0.2,91.0,91.0
2013-03-10 03:00:00,10.0,5.0,7.0,8.0,0.2,91.0,91.0
2013-03-10 04:00:00,13.0,4.0,8.0,8.0,0.3,91.0,91.0
2013-03-10 05:00:00,8.0,8.0,10.0,8.0,0.3,91.0,91.0
2013-03-10 06:00:00,10.0,7.0,12.0,10.0,0.3,91.0,91.0
2013-03-10 07:00:00,8.0,8.0,12.0,10.0,0.3,91.0,91.0
2013-03-10 08:00:00,11.0,18.0,10.0,11.0,0.3,91.0,91.0
2013-03-10 09:00:00,18.0,19.0,13.0,13.0,0.4,91.0,91.0
2013-03-10 10:00:00,7.0,24.0,10.0,7.0,0.3,91.0,91.0
2013-03-10 11:00:00,12.0,24.0,9.0,6.0,0.3,91.0,91.0
2013-03-10 12:00:00,16.0,24.0,10.0,13.0,0.3,91.0,91.0
2013-03-10 13:00:00,16.0,23.0,10.0,15.0,0.4,91.0,91.0
2013-03-10 14:00:00,21.0,39.0,12.0,17.0,0.4,91.0,91.0
2013-03-10 15:00:00,30.0,37.0,12.0,17.0,0.4,91.0,91.0
2013-03-10 16:00:00,33.0,62.0,12.0,21.0,0.4,100.0,100.0
2013-03-10 17:00:00,37.0,77.0,13.0,22.0,0.4,100.0,100.0
2013-03-10 18:00:00,42.0,91.0,14.0,26.0,0.4,100.0,100.0
2013-03-10 19:00:00,53.0,91.0,16.0,32.0,0.6,100.0,100.0
2013-03-10 20:00:00,61.0,91.0,15.0,27.0,0.6,100.0,103.0
2013-03-10 21:00:00,56.0,78.0,14.0,25.0,0.6,100.0,100.0
2013-03-10 22:00:00,62.0,88.0,18.0,27.0,0.6,100.0,107.0
2013-03-10 23:00:00,63.0,89.0,19.0,29.0,0.7,100.0,110.0
2013-03-11 00:00:00,68.0,89.0,22.0,36.0,0.8,100.0,127.0
2013-03-11 01:00:00,68.0,89.0,23.0,36.0,0.9,100.0,127.0
2013-03-11 02:00:00,69.0,88.0,24.0,32.0,0.8,100.0,130.0
2013-03-11 03:00:00,75.0,83.0,18.0,34.0,0.9,100.0,150.0
2013-03-11 04:00:00,79.0,100.0,23.0,34.0,0.9,100.0,163.0
2013-03-11 05:00:00,83.0,97.0,16.0,39.0,1.0,100.0,177.0
2013-03-11 06:00:00,85.0,94.0,16.0,42.0,0.9,100.0,183.0
2013-03-11 07:00:00,80.0,100.0,18.0,48.0,0.9,100.0,167.0
2013-03-11 08:00:00,89.0,116.0,25.0,50.0,1.0,100.0,197.0
2013-03-11 09:00:00,107.0,141.0,31.0,54.0,1.1,100.0,257.0
2013-03-11 10:00:00,108.0,145.0,43.0,66.0,1.1,100.0,260.0
2013-03-11 11:00:00,112.0,152.0,57.0,68.0,1.2,100.0,273.0
2013-03-11 12:00:00,113.0,153.0,58.0,68.0,1.3,100.0,277.0
2013-03-11 13:00:00,132.0,158.0,71.0,66.0,1.3,100.0,309.0
2013-03-11 14:00:00,130.0,173.0,79.0,83.0,1.399,100.0,308.0
2013-03-11 15:00:00,148.0,185.0,89.0,103.0,1.6,100.0,322.0
2013-03-11 16:00:00,149.0,184.0,92.0,108.0,1.5,100.0,322.0
2013-03-11 17:00:00,152.0,179.0,106.0,108.0,1.399,90.0,325.0
2013-03-11 18:00:00,149.0,202.0,118.0,98.0,1.5,76.0,322.0
2013-03-11 19:00:00,152.0,205.0,122.0,103.0,1.7,73.0,325.0
2013-03-11 20:00:00,166.0,222.0,131.0,102.0,1.899,68.0,335.0
2013-03-11 21:00:00,175.0,222.0,122.0,93.0,1.899,65.0,342.0
2013-03-11 22:00:00,173.0,217.0,98.0,83.0,1.899,56.0,341.0
2013-03-11 23:00:00,163.0,210.0,85.0,80.0,1.7,48.0,333.0
2013-03-12 00:00:00,156.0,187.0,78.0,76.0,1.5,46.0,328.0
2013-03-12 01:00:00,150.0,195.0,74.0,83.0,1.5,46.0,323.0
2013-03-12 02:00:00,150.0,185.0,60.0,80.0,1.399,46.0,323.0
2013-03-12 03:00:00,134.0,176.0,54.0,74.0,1.3,46.0,311.0
2013-03-12 04:00:00,127.0,168.0,48.0,68.0,1.3,46.0,305.0
2013-03-12 05:00:00,135.0,171.0,39.0,75.0,1.399,46.0,312.0
2013-03-12 06:00:00,128.0,186.0,27.0,80.0,1.5,46.0,306.0
2013-03-12 07:00:00,123.0,138.0,26.0,88.0,1.7,46.0,302.0
2013-03-12 08:00:00,121.0,138.0,10.0,76.0,1.5,46.0,301.0
2013-03-12 09:00:00,116.0,85.0,8.0,66.0,1.399,46.0,287.0
2013-03-12 10:00:00,114.0,81.0,10.0,59.0,1.3,46.0,280.0
2013-03-12 11:00:00,132.0,106.0,14.0,73.0,1.7,46.0,309.0
2013-03-12 12:00:00,145.0,129.0,20.0,77.0,1.8,46.0,319.0
2013-03-12 13:00:00,158.0,144.0,17.0,81.0,1.8,43.0,329.0
2013-03-12 14:00:00,172.0,143.0,22.0,80.0,1.8,33.0,340.0
2013-03-12 15:00:00,176.0,148.0,19.0,78.0,1.8,33.0,343.0
2013-03-12 16:00:00,171.0,144.0,21.0,71.0,1.899,32.0,339.0
2013-03-12 17:00:00,213.0,181.0,24.0,98.0,2.299,32.0,372.0
2013-03-12 18:00:00,221.0,184.0,30.0,102.0,2.299,21.0,378.0
2013-03-12 19:00:00,211.0,184.0,19.0,94.0,2.399,16.0,370.0
2013-03-12 20:00:00,186.0,135.0,18.0,83.0,2.299,16.0,351.0
2013-03-12 21:00:00,59.0,59.0,12.0,28.0,0.8,50.0,98.0
2013-03-12 22:00:00,6.0,6.0,3.0,2.0,0.2,78.0,78.0
2013-03-12 23:00:00,10.0,10.0,3.0,2.0,0.2,81.0,81.0
2013-03-13 00:00:00,3.0,3.0,3.0,2.0,0.2,81.0,81.0
2013-03-13 01:00:00,7.0,7.0,3.0,2.0,0.2,83.0,83.0
2013-03-13 02:00:00,9.0,9.0,3.0,3.0,0.2,83.0,83.0
2013-03-13 03:00:00,3.0,3.0,4.0,6.0,0.2,83.0,83.0
2013-03-13 04:00:00,3.0,3.0,3.0,6.0,0.3,83.0,83.0
2013-03-13 05:00:00,12.0,6.0,6.0,11.0,0.2,83.0,83.0
2013-03-13 06:00:00,9.0,3.0,6.0,13.0,0.3,83.0,83.0
2013-03-13 07:00:00,3.0,3.0,4.0,8.0,0.2,83.0,83.0
2013-03-13 08:00:00,3.0,3.0,3.0,2.0,0.2,83.0,83.0
2013-03-13 09:00:00,10.0,10.0,3.0,2.0,0.2,83.0,83.0
2013-03-13 10:00:00,10.0,10.0,3.0,2.0,0.2,86.0,86.0
2013-03-13 11:00:00,3.0,6.0,3.0,2.0,0.2,86.0,86.0
2013-03-13 12:00:00,3.0,6.0,3.0,2.0,0.2,86.0,86.0
2013-03-13 13:00:00,3.0,58.0,8.0,8.0,0.2,86.0,86.0
2013-03-13 14:00:00,13.0,28.0,8.0,6.0,0.2,86.0,86.0
2013-03-13 15:00:00,8.0,17.0,7.0,6.0,0.2,87.0,87.0
2013-03-13 16:00:00,12.0,14.0,7.0,6.0,0.2,89.0,89.0
2013-03-13 17:00:00,15.0,18.0,6.0,8.0,0.2,89.0,89.0
2013-03-13 18:00:00,18.0,29.0,6.0,14.0,0.3,89.0,89.0
2013-03-13 19:00:00,22.0,31.0,6.0,20.0,0.3,89.0,89.0
2013-03-13 20:00:00,27.0,28.0,6.0,22.0,0.4,89.0,89.0
2013-03-13 21:00:00,7.0,23.0,5.0,18.0,0.3,89.0,89.0
2013-03-13 22:00:00,25.0,26.0,8.0,24.0,0.5,89.0,89.0
2013-03-13 23:00:00,35.0,26.0,7.0,29.0,0.6,89.0,89.0
2013-03-14 00:00:00,41.0,42.0,7.0,37.0,0.8,89.0,89.0
2013-03-14 01:00:00,44.0,41.0,8.0,38.0,0.7,89.0,89.0
2013-03-14 02:00:00,44.0,45.0,8.0,39.0,0.7,89.0,89.0
2013-03-14 03:00:00,47.0,54.0,13.0,50.0,0.8,89.0,89.0
2013-03-14 04:00:00,67.0,78.0,16.0,66.0,1.2,89.0,123.0
2013-03-14 05:00:00,74.0,81.0,19.0,66.0,1.399,89.0,147.0
2013-03-14 06:00:00,73.0,82.0,21.0,65.0,1.399,89.0,143.0
2013-03-14 07:00:00,72.0,85.0,23.0,70.0,1.5,89.0,140.0
2013-03-14 08:00:00,83.0,98.0,39.0,70.0,1.6,89.0,177.0
2013-03-14 09:00:00,95.0,112.0,54.0,67.0,1.6,89.0,217.0
2013-03-14 10:00:00,104.0,112.0,44.0,49.0,1.399,89.0,247.0
2013-03-14 11:00:00,132.0,126.0,37.0,46.0,1.399,89.0,309.0
2013-03-14 12:00:00,140.0,133.0,45.0,59.0,1.5,89.0,315.0
2013-03-14 13:00:00,130.0,127.0,40.0,52.0,1.3,89.0,308.0
2013-03-14 14:00:00,136.0,118.0,36.0,53.0,1.3,89.0,312.0
2013-03-14 15:00:00,146.0,136.0,39.0,75.0,1.399,89.0,320.0
2013-03-14 16:00:00,151.0,149.0,48.0,91.0,1.399,89.0,324.0
2013-03-14 17:00:00,146.0,145.0,67.0,83.0,1.2,84.0,320.0
2013-03-14 18:00:00,142.0,140.0,66.0,83.0,1.2,72.0,317.0
2013-03-14 19:00:00,137.0,127.0,47.0,80.0,1.2,57.0,313.0
2013-03-14 20:00:00,138.0,127.0,40.0,78.0,1.2,57.0,314.0
2013-03-14 21:00:00,153.0,137.0,42.0,78.0,1.3,56.0,325.0
2013-03-14 22:00:00,150.0,140.0,50.0,75.0,1.3,56.0,323.0
2013-03-14 23:00:00,143.0,133.0,53.0,79.0,1.3,56.0,318.0
2013-03-15 00:00:00,150.0,135.0,50.0,76.0,1.3,56.0,323.0
2013-03-15 01:00:00,149.0,134.0,44.0,72.0,1.3,56.0,322.0
2013-03-15 02:00:00,154.0,138.0,45.0,70.0,1.5,56.0,326.0
